Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,United States not seasonaly adjusted,United States seasonaly adjusted
2006-05-31,155.16388977,131.30433492,131.7433346,205.35996123,217.65519524,124.21208399,164.84465039,230.76378139,174.44721434,224.42704826,128.22946939,224.73422079,121.8256002,162.42981465,146.5520232,114.6111375,123.87139424,123.42296395,140.40601227,155.385057,211.47896739,163.95655257,113.28327453,146.19445573,133.92944929,129.54455539,158.06118178,127.51310516,138.84625629,120.5465072,161.33722137,188.74687927,154.66980881,211.35107893,168.03249843,116.618471,127.31499956,171.87400656,157.63832808,196.24889522,132.36211606,130.40203276,129.85323961,124.6998556,139.51361548,191.73280301,166.31432285,168.29172737,136.27405103,131.55136844,160.59656194,166.79686689,165.09796284505
2006-04-30,153.56561381,130.00658806,130.64559343,204.30349251,217.08958128,123.13209684,163.47043533,230.24803039,173.25570557,224.52333502,127.11832089,223.68904693,120.84079473,160.04927223,144.96703221,113.66556363,122.83950708,122.73769125,139.20856222,154.35211058,209.83176195,162.66095277,112.5424197,145.31034038,132.75282116,127.98220203,155.8206065,126.198124,137.4573637,119.45352163,160.51204653,187.07624098,152.6071968,211.35397147,166.08182621,115.68754681,126.11362049,169.16882633,155.5317518,195.04475027,131.05810303,128.99813633,128.35242997,123.3841456,136.57351534,189.96556502,165.25906754,165.31768738,135.24917022,130.94182083,158.18401519,165.52688576,164.81548072663
2006-03-31,151.82504422,128.65458283,129.42746028,202.65917969,215.83210361,122.01835311,162.06174697,229.62500404,172.15284908,223.07291026,125.90922289,222.49384373,120.13328636,157.26652296,143.69485642,112.4804394,121.75145172,122.05633451,137.85588562,153.32710849,208.0344005,161.88653633,111.68704931,144.38309619,131.68902281,126.55703619,153.75963136,124.95351138,136.44400601,118.370092,159.32608348,185.21452817,150.39168379,210.6641402,164.72366751,114.75203997,124.83575918,166.32866669,153.71383426,193.84235241,129.41871019,127.68302639,126.83536057,122.43638369,134.01093217,188.13316709,164.15949779,162.18769873,134.02218065,130.11066588,156.1274259,164.1073207,164.52888915154
2006-02-28,150.32035743,127.59150303,128.52550055,200.93561186,214.26258908,121.18803663,161.1255248,228.92895403,171.1046152,220.69492586,124.86144814,221.26009032,119.54837983,154.58200963,142.81693934,111.66288031,120.74668042,121.31625139,136.74324941,152.66168184,206.08493919,161.73900929,111.06345437,143.47708658,130.93485638,125.29408397,152.0356415,124.04680151,135.78466195,117.86488311,158.44258197,183.88760865,148.32260195,209.57757579,164.51422427,113.91088859,123.93210728,163.82056483,152.42263297,193.23579191,128.07960035,126.78709342,125.77908214,121.4183711,131.98601494,187.0668026,163.24719909,159.62051136,132.94678687,129.33159002,154.49212702,162.86290185,164.02645922322
2006-01-31,149.23323123,126.71723137,128.17161772,198.91855869,212.97748085,120.80723314,160.80158731,228.46714334,170.41886107,219.18241773,124.37431679,219.71999114,119.34385664,152.44801361,142.15941501,111.54197002,120.11937687,120.60833804,135.88989618,152.93774109,204.87345596,161.83593224,111.38002142,143.09789044,130.56266515,124.40652283,150.76433818,123.43039851,135.55467904,117.98621309,158.08663525,184.03440359,146.67555049,208.60963229,164.99057195,113.58886966,123.29717411,161.86918278,151.94760509,193.35437974,127.63864926,126.34192871,125.42714992,120.53649595,130.32472341,186.40948381,162.74616458,157.67580776,132.63784861,128.89115542,153.05608655,162.12763136,163.37671329655
2005-12-31,148.65458974,126.04435472,128.25440858,196.99245867,212.46616819,121.06984964,161.04803125,228.44299491,170.16185742,218.52457107,124.59512962,217.62184558,119.6985519,150.77658572,141.86550132,112.08969947,120.04909137,120.33890908,134.87649625,154.32372181,204.45612475,161.79878594,112.56245408,143.4843864,130.38370188,123.97093462,149.95960218,122.9471836,135.49279807,118.1909269,158.38410831,184.54799521,145.37568123,207.79379027,165.51168881,114.26028911,122.88770074,160.44667688,152.23185576,193.89449327,127.75772861,126.22046453,125.17820793,120.39177644,129.00017306,186.03209767,162.59037471,156.35912768,133.16083584,128.65732877,151.85300422,161.97826288,162.55399654569
2005-11-30,148.51453193,125.42102187,128.38558771,195.66806017,212.49308573,121.56314093,161.71857889,228.61482329,170.04085275,217.60223617,124.57276514,214.97983801,120.08639939,149.43467056,141.76109019,112.74579069,120.21753291,120.46183889,133.52040858,155.79250511,204.08792226,161.86075708,113.76963822,144.34378116,130.376072,123.42290402,149.48365762,122.5730962,135.34730457,118.36500113,159.26296073,184.79690742,144.25692982,207.0462165,165.76080797,115.08154083,122.49907791,159.26933545,152.47520412,194.7361817,127.66806443,126.27485707,124.60549928,120.46188173,127.93487394,185.85430146,162.5198125,155.67118758,133.65357353,128.36719084,150.8056407,161.99482253,161.62076392347
2005-10-31,148.33720777,124.54170855,128.20987559,194.29867006,212.42133083,121.73729695,162.182629,228.72344431,169.72664059,215.60855085,123.98003023,211.95199312,120.01139605,147.93499184,141.59463984,113.19496726,120.40387474,120.59718491,131.87355794,156.68982733,203.53459886,162.2612082,114.62218475,145.04462842,130.50340787,122.56596795,148.9867144,122.17576625,134.85028746,118.55516689,160.37666652,184.80333654,143.20369471,206.37212608,165.50279302,115.40280633,122.22622203,157.90776687,152.43136616,195.90244159,126.8401413,126.19829634,123.97436089,120.20540801,126.62846934,185.49801101,162.37819027,155.04071275,133.9081096,127.9497171,149.64604878,161.75112709,160.48916595088
2005-09-30,147.74054847,123.71994241,127.72576139,192.00167986,211.92670219,121.62746494,162.15096384,228.68187862,168.7242375,212.97601246,123.45798198,208.92747946,119.65312073,146.06578885,141.42198274,113.38601374,120.5836182,120.55803578,129.87390334,157.44765296,202.63861559,162.59289041,115.17020704,145.16130105,130.53212636,121.66024358,147.92893715,121.63252263,133.96917079,118.63681542,161.18809615,184.44794346,141.95067846,205.44436366,164.93361277,115.65855301,122.06310646,156.22240507,152.32119952,196.9332836,125.65938158,125.74944744,123.46724182,119.88257194,125.18768004,184.86818381,161.8397905,153.70592085,133.8778572,127.6531489,148.49834767,161.21837295,159.22753298567
2005-08-31,146.58170873,123.18431924,126.98365234,188.60726425,210.33535041,121.51766416,161.5740998,228.3438907,166.82504256,209.67852281,122.93720662,206.22035216,119.37781444,143.81517401,141.08126856,113.29112281,120.67169891,120.43434123,128.14802855,158.27324829,201.01285839,162.32196477,115.53007957,144.72244397,130.31001912,120.82940964,146.26743409,120.88855855,133.13665674,118.52050164,161.25774912,183.3287146,140.41626275,203.84527156,164.33036487,115.93130472,121.9829701,154.02198924,151.63626959,196.84527177,124.70321777,125.0195185,122.94952763,119.53064224,123.803382,183.72947636,160.76574985,151.84753745,133.31429173,127.38651175,147.48460646,160.27302451,157.73985617482
2005-07-31,144.82755166,122.60111924,126.05287787,184.00734971,207.62432649,121.43346855,160.41389405,227.53818232,164.64487857,205.22518116,122.39725927,203.25411993,119.1307897,141.10291688,140.19685011,113.04686436,120.35824041,119.98306196,126.97591577,158.41682291,198.62211377,161.41042107,115.74353588,144.25867085,129.78213945,119.99895497,144.57147447,119.90165172,132.38105294,118.23276284,160.40589108,181.20478895,138.75043941,201.79135844,163.32201387,116.11447546,121.83878621,151.30263137,150.01493992,195.39924135,123.67960636,124.29253207,122.2441312,119.17696269,122.08674733,181.96894201,159.34705261,149.6906594,132.47848845,126.77990252,146.1879813,158.80926594,156.14152196504
2005-06-30,142.79721283,121.73600522,124.97858043,178.2932556,204.62520951,121.06113683,158.71382997,225.90312709,162.64044801,199.80444491,121.79658073,199.41449971,118.75491996,138.14191624,138.99980464,112.76659661,119.85567162,119.30669369,125.97541295,157.24948117,195.54466807,159.72128762,115.71134447,143.4733538,128.97525849,118.8346794,143.02843202,119.07921367,131.29698003,117.87093359,158.88948579,178.35419143,137.01930034,199.63926674,161.21711913,115.85671958,121.21748503,148.23182686,148.0944476,193.21249298,122.44065655,123.69931896,121.35499624,118.62633317,120.02562654,179.59413699,157.60330069,147.32605413,131.76530328,125.88234267,144.38708629,156.93379566,154.63749030752
2005-05-31,140.92057558,120.44596709,123.77811281,171.63176799,201.51979907,120.22192229,156.6968593,223.0129964,160.69725634,193.96978089,120.81012139,194.8582859,118.16879161,134.95101075,137.67137126,112.16804519,119.29155378,118.62795062,125.10916462,155.66276031,191.86294333,157.59244767,115.20170487,142.12758273,127.95236117,117.42829021,141.28110236,118.19217561,129.69256478,117.33378735,157.06740815,174.98967447,134.9503084,197.18110891,158.44641711,114.97565129,120.34322745,145.02031504,146.03185852,190.73625487,121.21797691,122.93994009,120.43727049,117.6927556,118.03286798,176.22985064,155.55641151,144.77579876,131.01281342,124.60467134,142.28056084,154.72171873,153.22434288486
2005-04-30,139.19360772,118.87084426,122.61235662,164.84294304,197.77962014,118.94129099,154.6197375,219.05167324,158.66785374,188.58035239,119.7822314,190.0812867,117.13454448,131.96665957,136.01175585,110.91562059,118.27785315,117.72371154,124.07449832,154.22754946,187.6056243,155.73259301,114.27159366,140.40837866,126.8221645,116.29554875,139.26493315,116.92388857,127.81790137,116.52901366,155.1521642,171.90711905,132.69740013,193.90436296,155.6435984,113.82365915,119.30750728,141.71864289,143.8760249,188.373171,119.89387529,121.83618398,119.37529718,116.66755764,116.43064792,172.28898311,153.42005492,141.91883617,129.70913372,122.88999936,140.27230662,152.24343788,151.62996118741
2005-03-31,137.46361982,117.33204372,121.67727383,158.60439274,193.32100324,117.64893794,152.514595,214.59273283,156.5200458,183.88108876,118.79370336,185.68749662,115.87376458,129.74550372,134.33351593,109.59580867,117.06921653,116.7333988,122.91002076,152.85914099,183.10470719,154.31983062,113.38321701,138.43588649,125.61431835,115.59668783,137.09222612,115.74017461,126.26678718,115.59625632,153.62606827,169.47505187,130.76839981,190.1049964,153.42543546,112.64441916,118.01010617,138.54723804,141.8851835,186.47409507,118.42268695,120.65779152,118.05767009,115.46619322,115.04319996,168.47139826,151.47544965,138.91052672,128.14539192,121.11706322,138.77283696,149.70691975,150.07861211347
2005-02-28,135.94005441,116.26735513,120.85761823,153.09181528,189.35931492,116.75549165,150.85764828,209.90512847,154.54870964,179.23419307,117.8783338,182.2163607,115.01669096,128.01439101,133.16373989,108.82663135,116.11245911,116.07025079,122.24883381,151.60867447,179.15113812,153.16432398,113.00251091,137.02635822,124.50812467,115.25640394,135.07062053,114.69471287,125.38584227,114.89658296,152.7452525,167.53800034,129.3570234,186.77479074,152.57792478,111.7925066,116.75813428,136.22484531,140.4562616,185.07928671,117.41592266,119.76738318,116.79074394,114.24212646,113.83625771,165.20901173,149.84622517,136.08663114,127.06838916,119.72211403,137.65051757,147.58850261,148.58215897007
2005-01-31,134.77070546,115.85813394,120.12820373,148.83846729,186.26326153,116.25891682,149.89079547,205.83587389,152.99632092,175.01318825,117.29325553,179.74698597,114.82374931,126.46199896,132.5964647,108.6568503,115.60690563,115.96449618,121.96665966,150.5998958,176.17099338,152.09809236,112.96379637,136.50335544,123.8652318,114.94831233,133.62919499,113.87875733,125.07848527,114.54988201,152.30609587,166.03460748,128.37546859,184.25330149,152.44264059,111.61963485,116.15725045,134.65925971,139.89917237,183.96921308,116.94334909,119.34163577,116.0810741,113.64543595,112.93777619,162.95483076,148.74826992,134.20603341,126.77859081,119.00365257,136.5389712,146.11785542,147.08743502715
2004-12-31,133.83850446,115.82777287,119.59881492,146.07738451,184.06224155,116.10458827,149.29782863,202.91919725,151.87456256,171.88673596,117.06719519,177.88827865,115.09810665,125.37161954,132.14690371,109.02685443,115.53528326,116.07146698,121.66254726,150.26294665,174.25508593,151.27509081,113.06003358,136.68751546,123.77991841,114.50483141,132.93435835,113.56886985,125.05049795,114.54512943,152.03465101,164.91510421,127.64184982,182.49781218,152.27316043,112.16478911,116.17290603,133.54513326,139.56738821,183.05238763,116.65369773,119.3305847,115.76497913,113.82364724,112.36464308,161.45175019,148.17557779,133.27611036,126.86946665,119.07414658,135.52652049,145.23679024,145.60599042433
2004-11-30,133.06475193,115.70972281,119.31154008,143.95059942,182.73485686,116.28475744,148.81739404,200.26377853,151.18600258,169.58816932,117.1451334,176.21882237,115.41860516,124.87942893,131.59058415,109.53772698,115.71192431,115.92309846,121.43677092,150.37251911,172.94665056,150.91598798,113.479898,137.1535518,123.74825774,113.99920734,132.78974634,113.57783839,124.97094631,114.80640191,151.58920629,164.10404086,126.99659376,181.22885219,152.01454207,112.78406878,116.27508669,132.76796195,138.90750193,182.46614898,116.32097744,119.64442319,115.53463364,114.02313834,112.05427963,159.96530415,147.69632007,132.69358827,126.95058923,119.53382325,134.8061224,144.67510718,144.2317064489
2004-10-31,132.52776162,115.22118707,119.27261644,141.55776121,181.14281132,116.56549579,148.37746604,197.04639378,150.5474898,167.59873639,117.25904527,174.50137903,115.55307191,124.48861503,131.23783067,109.85143462,115.97330994,115.54941943,121.28000336,150.44746895,171.22951707,150.72802976,113.99304995,137.35525028,123.51059182,113.56754126,132.50096241,113.53012007,124.7822538,114.99477911,150.89914377,163.15090308,126.24482012,179.81370456,151.5294587,113.00950238,116.12095672,132.0991645,138.3087987,182.10462833,115.86389938,120.03584575,115.28822829,113.82042282,111.8657655,158.38698877,146.99623901,131.97030231,127.09274071,119.96892127,134.15213616,143.99743544,142.83636250656
2004-09-30,132.22698045,114.87076914,119.29492453,139.02717851,179.20314849,116.61228226,147.96203552,193.44820431,149.55129305,165.51948811,117.1395084,172.61871568,115.52848013,123.95670496,131.28485629,110.17806035,116.20034359,115.36661908,120.94321852,150.34144342,169.39441027,150.44643952,114.26446643,137.37644791,123.49783928,113.38702531,131.79501294,113.29012379,124.57293528,115.04787881,150.07051299,162.07630726,125.35411404,177.66476231,150.93839735,113.1366245,115.73129038,131.43102992,138.07911721,181.74375273,115.65437971,120.11802888,115.12082443,113.94684327,111.58850754,156.89592709,145.9909666,131.05642669,127.21159013,120.21387298,133.36660629,143.23225085,141.50294970814
2004-08-31,131.74952136,114.89404818,119.20054295,136.65764075,177.59417123,116.5407446,147.567026,190.21256552,147.88936204,162.97234209,116.75857294,170.3597945,115.3651035,123.35838608,131.1491234,110.5905436,116.33841751,115.42782716,120.3678381,150.06454746,168.06269016,149.95221765,114.44297197,137.44153801,123.60528844,113.35162209,131.0162091,113.03148447,124.13007439,115.00823846,149.24356067,161.02375582,124.63186286,174.70526989,150.28283931,113.38537575,115.54292659,130.5292176,137.75426236,180.89107154,115.71732681,119.66601295,115.17788976,114.25436274,111.1738629,155.23236446,144.67708365,130.1299672,127.00902565,119.97890163,132.59859969,142.47835878,140.30207251737
2004-07-31,130.71920612,114.73288604,118.89010746,134.45028715,175.67352429,116.4054235,146.55358488,187.65499082,145.52996708,159.74300661,116.3052264,167.56653461,115.06753389,122.50345082,130.4147255,110.55268659,116.4540263,115.26967739,119.60160679,149.23861741,166.30321118,148.90399436,114.56072459,137.04337287,123.45922461,113.18927794,130.22053288,112.65810691,123.25283333,114.72843144,148.4111275,159.66413404,123.939314,170.7312057,149.01823134,113.64591543,115.51310879,129.25267606,136.79087942,178.57941576,115.58157864,118.83477829,115.07643363,114.22043757,110.6915714,153.17748944,142.75814729,129.09697234,126.45184203,119.18035354,131.67251042,141.3966763,139.13354127477
2004-06-30,129.20382914,113.82089975,118.19061586,132.05663438,172.51216956,115.94775725,144.40558994,185.4448658,142.80711509,156.17168167,115.83660268,164.1152522,114.62159036,121.04545095,129.43175207,109.96106318,116.2505011,114.7403767,118.79874166,147.29129144,163.39903731,147.13221297,114.23019598,135.92640733,122.94925097,112.74855509,128.99126309,112.05754153,122.04797191,114.05708249,147.26240594,157.4587309,122.99154261,165.24925133,146.71528485,113.50355475,115.19067084,127.63710348,135.15235414,174.73543974,114.77738754,117.77149546,114.53778394,113.7711719,110.01743855,150.57404793,140.19808947,127.82571469,125.45135589,118.032093,130.48694978,139.67035531,137.75253678602
2004-05-31,127.42670772,112.36790519,117.04393873,129.50583842,168.09643762,115.27340595,141.76376712,183.09776065,139.95179005,152.63338392,115.0541795,160.16960439,113.86538002,118.92295619,127.84739948,109.09929123,115.34045186,113.97747405,118.0115628,144.75580797,159.58264382,144.74077842,113.27296317,134.10212519,121.95068429,111.95087991,127.0617975,111.343011,120.64992706,112.96753164,145.66183963,154.27421819,121.80258588,158.73939916,143.59649164,112.50925726,114.52239516,125.68668049,133.00869387,170.48395711,113.38461154,116.62232513,113.40535821,112.90458654,109.00982659,147.49128086,137.44583924,126.32049694,123.8815671,116.61736939,129.34020887,137.32493351,136.11370756794
2004-04-30,125.65099459,111.13683765,115.83288324,127.32486483,163.08337103,114.25331702,138.85102299,180.04560135,137.63789903,149.53313492,113.93034709,156.27120016,112.7913524,116.64924829,125.74829163,108.03642002,114.27036248,113.15106339,117.13675944,142.38681135,155.41728516,142.24946393,112.084646,132.05170217,120.77393174,110.75701403,124.89361336,110.31825246,119.26226923,111.84125259,143.64941225,151.03167156,120.30636624,152.10495929,140.62985577,111.10536267,113.65484852,123.72512481,130.63707987,166.94726674,111.99975402,115.62549827,112.04751464,112.03026531,107.76892998,144.16109702,134.95108424,124.33858675,122.07735197,115.07743494,128.02455519,134.75431785,134.27551024354
2004-03-31,124.18873215,110.51539191,114.79249626,125.64889503,158.68414064,113.11876574,136.17631499,176.14426911,136.13239392,146.7365938,112.76081937,152.70759266,111.78796107,114.82617714,123.99214025,107.03454622,113.40489725,112.46947616,116.15102998,140.55138173,151.59288798,140.26978208,111.11012396,130.55810604,119.67674681,109.45070106,123.08813339,109.19212312,118.11065163,111.1261401,141.74627186,148.35176334,118.7917122,145.90798036,138.91049271,109.9600336,112.71776968,121.86611763,128.80860079,164.55828178,111.20668688,114.7904803,110.90757001,111.16496987,106.61099467,141.05635239,133.05153587,122.20318289,120.64290502,113.76891926,126.39855379,132.52203187,132.83599786884
2004-02-29,123.1074709,110.20921489,113.85951132,124.46302508,155.03584445,112.3560915,134.82561805,171.99384696,134.86484332,144.31750622,112.00011354,149.37315813,111.24906503,113.76174075,123.02071075,106.41496282,112.52121313,111.84012895,115.09410178,139.35371071,148.7123316,139.11476341,110.33020966,129.53568091,118.68492879,108.55211474,121.78922456,108.41443508,117.20537548,110.75743261,140.31551242,146.6868203,117.66351012,140.79551207,138.25757378,109.22535044,111.99974774,120.29401813,127.63601197,162.88832249,110.86257704,114.2127424,110.17458487,110.40586407,105.70807467,138.71164211,131.83658151,120.50602512,119.81398603,112.8240632,124.68521276,130.8346461,131.6413452228
2004-01-31,122.24647653,109.84958543,113.15742996,123.50501027,152.33013044,111.8616584,134.41941467,168.23681531,133.67088467,142.67420719,111.94540942,146.47872327,111.01364859,113.22564042,122.60941882,106.31883805,111.85964025,111.24515266,114.3339081,138.62003018,147.26865842,138.48261555,110.0926611,128.97387972,117.95742177,108.19725094,121.14381162,108.11461357,116.60955577,110.50777525,139.45844248,145.81909218,116.84637004,137.23832714,137.78348085,108.90684409,111.74422317,119.37345905,126.57151547,161.51188146,110.58543878,114.0680384,109.95863618,110.10664097,105.17941779,137.19738498,131.161563,119.31345133,119.43271207,112.19333995,123.11442266,129.72759737,130.42256736309
2003-12-31,121.57376023,109.53389987,112.85449804,122.58280131,150.48780755,111.57312768,134.07226695,165.16436926,132.72526809,141.32550979,112.16830776,144.19867953,110.92393348,112.93621003,122.47207258,106.51591578,111.67740986,110.92395866,113.99165568,138.41547051,146.6149936,137.80518393,110.47586821,128.9286059,117.69947546,108.27890013,121.07765442,107.99920879,116.47066634,110.36879285,139.08723137,145.08107281,116.24830802,134.68436685,137.19560768,108.95550607,111.85002964,118.97748543,125.9166902,160.4423869,110.29703489,114.22931827,109.94314172,110.1491996,105.02515461,136.22813454,130.73243966,118.65576395,119.32960817,111.88830808,121.92809699,129.04881406,129.23250746631
2003-11-30,121.18612408,109.34811568,112.80169469,121.89155111,148.69385797,111.59871263,133.67030969,162.85972083,131.88253925,139.90569727,112.17476238,142.17402759,111.02349871,112.84783678,122.53251117,106.74422598,111.800668,110.9305388,113.69098372,138.43585956,145.56171866,136.83340112,110.80810705,128.97217832,117.7641316,108.55304084,121.07603049,107.96913825,116.6135297,110.48218269,138.77618822,144.50161931,116.07858373,132.43473532,136.71869236,109.40165665,111.98911708,118.8580154,125.70867599,159.4577544,109.90898206,114.4256383,109.78924789,110.2859178,105.14498279,135.43745658,130.35656253,118.30557732,119.35314555,111.84564917,121.16995371,128.48458089,128.00238102071
2003-10-31,121.13107834,109.31368429,112.81780796,121.13311225,146.86931523,111.87777476,133.28688405,161.06434157,130.91527713,138.62233515,112.02468447,140.24836996,111.01393838,112.79450662,122.36246555,106.91366793,112.06081247,111.18901981,113.41232927,138.13929416,144.05939252,135.53287466,111.04949032,128.68208952,117.95541258,108.79525253,120.80774673,108.13544786,116.71000257,110.71232436,138.34312517,143.74233332,116.08308352,130.31198022,136.36090111,110.02148342,111.94566015,118.72217009,125.58605697,158.10455554,109.432746,114.46868895,109.54422753,110.41273168,105.2946781,134.73529003,129.88101125,117.97902298,119.36996684,111.75734072,120.79262801,127.90027421,126.83538714372
2003-09-30,121.13053099,109.38603817,112.76909211,120.09607443,145.09061162,112.11554752,132.85597474,159.43964551,129.88054513,137.30100954,111.9357708,138.44563393,111.03410809,112.69227012,121.96116347,107.04747237,112.24954291,111.23426285,113.28010884,137.35440811,142.46673198,134.37605617,111.31855993,128.28278112,118.02277599,108.83709732,120.26039373,108.26073342,116.50319403,110.74149156,137.58424578,142.6089825,115.82416732,128.30020132,135.68158466,110.32326564,111.90459244,118.44436012,125.55980299,156.08360809,109.29189802,114.27115199,109.40724356,110.57084493,105.24405452,133.89910112,128.9185267,117.61442935,119.28257644,111.4793823,120.8274482,127.23486477,125.72832484905
2003-08-31,120.66965778,109.3339175,112.48162529,119.06886659,143.40640608,112.1708109,132.22848167,157.68882397,128.80796663,135.74844021,111.87274572,136.47492037,111.03165959,112.28436688,121.43485531,107.21900308,112.16949948,110.692116,113.01911543,136.28127283,141.11049971,133.35161256,111.27267434,127.87551613,117.60237437,108.65493779,119.44642348,108.11071938,115.96099867,110.50621325,136.44957892,141.32034766,115.38854657,126.50456436,134.48940993,110.16627072,111.78375286,117.8490979,125.06346303,153.66676079,109.41872323,113.80318075,109.30696951,110.52975593,105.09823725,132.59693738,127.49272877,117.05125318,118.74086579,111.03337606,120.98274534,126.40990155,124.57130272489
2003-07-31,119.67067778,108.84792891,111.91837416,118.11315952,141.20171944,111.89607842,131.20092991,155.49565808,127.67135865,134.05033287,111.60688394,133.99250626,110.64239453,111.46868629,120.58547263,107.24727978,111.73409281,110.00057553,112.43301534,135.09089941,139.7007454,132.17976542,110.90278897,127.10928994,116.83809882,108.3477962,118.53402397,107.8904352,115.20647195,110.03750313,135.09395373,139.98301903,114.67451587,124.67911348,132.82480379,109.73198904,111.31173275,117.14437142,123.85965552,151.08491433,109.22404707,113.02834284,109.08318008,110.20942736,104.8333834,131.08004435,125.95168766,116.13318762,117.73255566,110.41432823,120.71932001,125.27055377,123.40952344218
2003-06-30,118.46302753,107.966377,111.06862149,117.17200473,138.73047413,111.32694115,129.56149569,152.86378287,126.40963494,132.31182803,111.06241171,131.3694039,110.02946436,110.51525022,119.6532124,106.73676066,111.04839023,109.56762242,111.65877921,133.69524801,137.52589148,130.82849504,110.39686594,125.95795703,115.98779498,107.76374584,117.48973596,107.49226806,114.25130179,109.42272782,133.61596737,138.22541995,113.71942676,122.81462152,130.71959665,109.2884864,110.59928957,116.40890719,122.34565708,148.08114214,108.57901724,112.09783888,108.68114931,110.00279889,104.41422332,129.50033459,124.34027097,115.02273784,116.6597733,109.75360145,119.82671195,123.91644297,122.3484635241
2003-05-31,117.21093569,107.09280696,110.05853519,116.40549422,136.95415654,110.88550292,127.57789989,149.95971086,124.91630332,130.69148008,110.59305473,129.05777817,109.18377866,109.55273473,118.67840407,105.98726602,110.34669917,109.13615684,110.88392458,131.9406899,134.95577892,129.19304172,109.76326051,124.53898072,114.97320757,107.22540475,116.17396787,106.69426803,113.09377146,108.80369429,132.11301064,135.89635191,112.7547219,121.28462192,128.73757965,108.79618796,109.79184521,115.31633521,120.71552423,145.11137337,107.91424466,111.16460418,108.19671048,109.71415453,103.9494992,127.82762325,122.63097384,114.11146032,115.65282425,109.20719581,118.4574554,122.6333529,121.62733032338
2003-04-30,116.06812535,106.41008444,109.22108926,115.69026082,135.40301856,110.6772153,125.72063255,147.07323216,123.28129188,129.23461271,110.19562962,127.25088369,108.36607997,108.56337951,117.40559496,105.36144005,109.72821668,108.43555541,110.07116147,129.99003647,132.42101316,127.60705126,108.95929177,122.92976745,113.99941845,106.88184084,114.70634526,105.84669617,111.98007105,108.29790268,130.56453599,133.45199925,111.69439682,119.95431309,127.29605557,107.96481438,109.06166653,113.93011182,119.03352504,142.65585593,107.32589233,110.30238967,107.45188402,109.1582745,103.38774833,126.16526082,121.0876128,113.38870205,114.62769824,108.71218755,116.89301012,121.39072829,120.96756109243
2003-03-31,115.10502218,106.08257529,108.710269,114.77257432,133.1388862,110.37713701,124.03354978,144.73741165,121.74846813,127.91633218,109.54887609,126.05317519,107.86632285,107.72142746,116.11933707,104.61520724,109.20242802,107.63992494,109.35855719,128.42973783,130.02478473,126.1122863,108.31418041,121.54453231,113.15230383,106.52230592,113.21559688,105.28429772,111.20851474,107.87196619,128.9684522,131.49415239,110.63199629,118.5352068,126.16454953,107.08145798,108.49871527,112.65762192,117.50750438,140.70473201,106.49678752,109.55186043,106.73231955,108.49529223,102.5838362,124.45815594,120.02026944,112.32292812,113.47838984,108.16090243,115.36790551,120.05661457,120.27558551154
2003-02-28,114.17433831,106.09655856,108.31729416,113.75168031,131.00358458,109.87641331,122.87032174,143.21623022,120.45564187,126.71014872,108.79599281,125.10782722,107.57484623,107.20104957,115.20195604,104.01649529,108.76972068,106.97976611,108.83588226,127.41881088,128.09290283,124.7856958,107.77739151,120.6684396,112.39158379,106.14915377,112.03902857,105.14527614,110.71230271,107.51343931,127.72747714,130.27701533,109.81464854,117.20738292,125.50401875,106.48753777,108.17311067,111.86655708,116.7382172,139.30155999,105.93333687,108.87996261,106.44708478,107.98860518,102.02611377,123.00709359,119.36037191,111.1510791,112.62218022,107.61571128,114.1422201,118.96118399,119.56720796823
2003-01-31,113.35450245,106.17082272,107.8806772,112.96032075,129.83886657,109.53450064,122.33809943,142.02807356,119.3852822,125.62377042,108.44379349,124.06620711,107.39988663,106.88380356,114.67326571,103.8363538,108.53431135,106.56970384,108.49837056,126.97579066,126.99116826,123.88153721,107.56054666,120.22224251,111.95748318,105.87823427,111.34326826,105.31453418,110.2882439,107.33304171,127.07449583,129.45773114,109.50830574,116.18301219,125.06955143,106.33489931,108.12052205,111.44962084,116.43487099,138.14451398,105.90375936,108.29942546,106.30793293,107.79235392,102.17087897,121.92257745,118.92750656,110.54124278,112.20290875,107.19102386,113.45484019,118.34307264,118.84143059302
2002-12-31,112.70505191,106.13173419,107.54945266,112.58697612,128.75249498,109.62283235,122.16264678,140.7884234,118.58288769,124.66446035,108.55092114,122.86931542,107.26936547,106.65874733,114.44186681,103.98875605,108.48524828,106.62447852,108.32246695,126.87269178,126.60583666,123.3355145,107.86708246,120.10844982,111.758133,105.7387327,110.9719495,105.29500056,109.9644511,107.14941024,126.79900778,129.04616797,109.51925053,115.39313865,124.32014126,106.6122202,108.15277445,111.18507242,116.25655534,137.05101862,106.19018161,107.79262493,106.09052247,107.93215054,102.59005337,121.17829723,118.61904269,110.4077682,112.01215054,106.97778171,113.19223434,117.94026648,118.0162496323
